Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Fieldsheet,Location name,ISO date
Golden Palm Weaver,Ploceus bojeri,3898,2020-05-20,10:59,Seen,-3.33859,39.947821,,1,false,Alive,-21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:59:03.741+0300
Spectacled Weaver,Ploceus ocularis,791,2020-05-20,10:58,Heard,-3.338292,39.947753,,1,false,Alive,-15,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:58:29.012+0300
Red-cheeked Cordon-bleu,Uraeginthus bengalus,3974,2020-05-20,10:58,Seen,-3.338153,39.947754,,1,false,Alive,-18,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:58:05.722+0300
Pale Flycatcher,Bradornis pallidus,662,2020-05-20,10:57,Seen,-3.338026,39.947749,,1,false,Alive,-15,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:57:52.883+0300
House Crow,Corvus splendens,989,2020-05-20,10:56,Seen,-3.336927,39.947241,,1,false,Alive,-21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:56:07.102+0300
Collared Sunbird,Hedydipna collaris,771,2020-05-20,10:55,Heard,-3.336561,39.947095,,1,false,Alive,-24,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:55:06.325+0300
Lesser Striped Swallow,Cecropis abyssinica,503,2020-05-20,10:53,Seen,-3.33563,39.946791,,1,false,Alive,-14,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:53:24.214+0300
Lilac-breasted Roller,Coracias caudatus,413,2020-05-20,10:52,Heard,-3.335078,39.947134,,1,false,Alive,-26,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:52:07.412+0300
House Sparrow,Passer domesticus,784,2020-05-20,10:51,Seen,-3.335182,39.947462,,1,false,Alive,-10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:51:23.130+0300
Pale Flycatcher,Bradornis pallidus,662,2020-05-20,10:47,Heard,-3.335635,39.949412,,1,false,Alive,-32,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-05-20,,2020-05-20T10:47:22.947+0300
